name zcmb zhel dz mb dmb x1 dx1 color dcolor 3rdvar d3rdvar cov_m_s cov_m_c cov_s_c set ra dec
04D1ks 0.79656 0.79656 0.0 43.2204703240132 0.1588 0 0 0 0 0 0 0 0 0 0 0 0
04D1ow 0.91348 0.91348 0.0 44.02477630752443 0.13735 0 0 0 0 0 0 0 0 0 0 0 0
04D1pd 0.94846 0.94846 0.0 43.89413213496315 0.15105 0 0 0 0 0 0 0 0 0 0 0 0
04D1pp 0.73362 0.73362 0.0 43.23009603081988 0.15575 0 0 0 0 0 0 0 0 0 0 0 0
04D1qd 0.7656 0.7656 0.0 43.115372485545045 0.1549 0 0 0 0 0 0 0 0 0 0 0 0
04D1rx 0.98341 0.98341 0.0 43.94616409970278 0.153 0 0 0 0 0 0 0 0 0 0 0 0
04D1si 0.70064 0.70064 0.0 43.11385440742046 0.1738 0 0 0 0 0 0 0 0 0 0 0 0
04D2al 0.83814 0.83814 0.0 43.376880257589534 0.1807 0 0 0 0 0 0 0 0 0 0 0 0
04D2cf 0.3706 0.3706 0.0 41.47088735943106 0.1211 0 0 0 0 0 0 0 0 0 0 0 0
04D2fs 0.35858 0.35858 0.0 41.27076486838788 0.1186 0 0 0 0 0 0 0 0 0 0 0 0
04D2gc 0.52278 0.52278 0.0 42.27159040893223 0.14165 0 0 0 0 0 0 0 0 0 0 0 0
04D2iu 0.70198 0.70198 0.0 42.941778699385495 0.26255 0 0 0 0 0 0 0 0 0 0 0 0
04D2kr 0.74613 0.74613 0.0 43.570656858173166 0.16465 0 0 0 0 0 0 0 0 0 0 0 0
04D2mh 0.59185 0.59185 0.0 42.639450688300784 0.12625 0 0 0 0 0 0 0 0 0 0 0 0
04D3co 0.62063 0.62063 0.0 42.64829179792742 0.1131 0 0 0 0 0 0 0 0 0 0 0 0
04D3dd 1.00279 1.00279 0.0 44.24156808664341 0.19135 0 0 0 0 0 0 0 0 0 0 0 0
04D3do 0.61064 0.61064 0.0 42.5622728602527 0.1329 0 0 0 0 0 0 0 0 0 0 0 0
04D3fk 0.35833 0.35833 0.0 41.36410238103071 0.11425 0 0 0 0 0 0 0 0 0 0 0 0
04D3gt 0.45155 0.45155 0.0 41.685821953300646 0.12515 0 0 0 0 0 0 0 0 0 0 0 0
04D3hn 0.5526 0.5526 0.0 42.28079326298733 0.13425 0 0 0 0 0 0 0 0 0 0 0 0
04D3ks 0.75068 0.75068 0.0 43.31998334861878 0.19155 0 0 0 0 0 0 0 0 0 0 0 0
04D3lu 0.82269 0.82269 0.0 43.641548056733804 0.14625 0 0 0 0 0 0 0 0 0 0 0 0
04D3ml 0.95076 0.95076 0.0 43.95982307351829 0.14485 0 0 0 0 0 0 0 0 0 0 0 0
04D3nh 0.34052 0.34052 0.0 41.19965145400395 0.10555 0 0 0 0 0 0 0 0 0 0 0 0
04D3ny 0.81072 0.81072 0.0 43.441834243259805 0.17055 0 0 0 0 0 0 0 0 0 0 0 0
04D4an 0.61124 0.61124 0.0 42.49161861559826 0.1593 0 0 0 0 0 0 0 0 0 0 0 0
04D4bq 0.54831 0.54831 0.0 42.33499668972623 0.1438 0 0 0 0 0 0 0 0 0 0 0 0
04D4dw 1.02879 1.02879 0.0 44.0823132356046 0.16015 0 0 0 0 0 0 0 0 0 0 0 0
04D4gg 0.42244 0.42244 0.0 41.88533998600885 0.1192 0 0 0 0 0 0 0 0 0 0 0 0
04D4hu 0.70115 0.70115 0.0 43.15857197019353 0.1805 0 0 0 0 0 0 0 0 0 0 0 0
04D4ic 0.68517 0.68517 0.0 42.62403145952134 0.2326 0 0 0 0 0 0 0 0 0 0 0 0
04D4ih 0.93189 0.93189 0.0 43.928428198510375 0.15235 0 0 0 0 0 0 0 0 0 0 0 0
04D4im 0.74909 0.74909 0.0 43.20611183819606 0.18275 0 0 0 0 0 0 0 0 0 0 0 0
04D4jr 0.4684 0.4684 0.0 41.9462413726811 0.11785 0 0 0 0 0 0 0 0 0 0 0 0
04D4jw 0.95886 0.95886 0.0 44.064189452937136 0.17245 0 0 0 0 0 0 0 0 0 0 0 0
05D1az 0.84053 0.84053 0.0 43.74284036617315 0.1456 0 0 0 0 0 0 0 0 0 0 0 0
05D1cc 0.56276 0.56276 0.0 42.61677912495431 0.11755 0 0 0 0 0 0 0 0 0 0 0 0
05D1cl 0.82854 0.82854 0.0 43.4250151295288 0.1526 0 0 0 0 0 0 0 0 0 0 0 0
05D1dx 0.57875 0.57875 0.0 42.54431670847884 0.12065 0 0 0 0 0 0 0 0 0 0 0 0
05D1em 0.8645 0.8645 0.0 43.718926685319246 0.14625 0 0 0 0 0 0 0 0 0 0 0 0
05D1er 0.85851 0.85851 0.0 43.81254019501222 0.16535 0 0 0 0 0 0 0 0 0 0 0 0
05D1hm 0.58575 0.58575 0.0 42.545682763105134 0.1417 0 0 0 0 0 0 0 0 0 0 0 0
05D1ix 0.48881 0.48881 0.0 42.11592572993588 0.1136 0 0 0 0 0 0 0 0 0 0 0 0
05D1ke 0.68866 0.68866 0.0 42.879918905407195 0.1518 0 0 0 0 0 0 0 0 0 0 0 0
05D2ab 0.32454 0.32454 0.0 40.96910268090734 0.10225 0 0 0 0 0 0 0 0 0 0 0 0
05D2ah 0.18538 0.18538 0.0 39.810994238005584 0.10405 0 0 0 0 0 0 0 0 0 0 0 0
05D2bt 0.68196 0.68196 0.0 43.222682055535344 0.1484 0 0 0 0 0 0 0 0 0 0 0 0
05D2bw 0.92223 0.92223 0.0 43.83771436606548 0.1708 0 0 0 0 0 0 0 0 0 0 0 0
05D2cb 0.42866 0.42866 0.0 41.926754831740794 0.1294 0 0 0 0 0 0 0 0 0 0 0 0
05D2ck 0.69998 0.69998 0.0 43.16988134235845 0.2153 0 0 0 0 0 0 0 0 0 0 0 0
05D2dt 0.57584 0.57584 0.0 42.47891914434825 0.13845 0 0 0 0 0 0 0 0 0 0 0 0
05D2dy 0.51176 0.51176 0.0 42.29909773025865 0.1165 0 0 0 0 0 0 0 0 0 0 0 0
05D2ec 0.64191 0.64191 0.0 43.11347644557564 0.1659 0 0 0 0 0 0 0 0 0 0 0 0
05D2hc 0.35157 0.35157 0.0 41.28813145337532 0.1136 0 0 0 0 0 0 0 0 0 0 0 0
05D2ie 0.34957 0.34957 0.0 41.45095734418928 0.11065 0 0 0 0 0 0 0 0 0 0 0 0
05D2mp 0.35527 0.35527 0.0 41.022565139920474 0.113 0 0 0 0 0 0 0 0 0 0 0 0
05D2nn 0.87217 0.87217 0.0 43.80442478582904 0.1332 0 0 0 0 0 0 0 0 0 0 0 0
05D2ob 0.92624 0.92624 0.0 43.87162074471059 0.10935 0 0 0 0 0 0 0 0 0 0 0 0
05D3cf 0.41957 0.41957 0.0 41.705665203074304 0.12095 0 0 0 0 0 0 0 0 0 0 0 0
05D3cq 0.89073 0.89073 0.0 43.76628311037203 0.14085 0 0 0 0 0 0 0 0 0 0 0 0
05D3dd 0.48057 0.48057 0.0 41.86394131526445 0.1151 0 0 0 0 0 0 0 0 0 0 0 0
05D3gp 0.5806 0.5806 0.0 42.55477952055132 0.1608 0 0 0 0 0 0 0 0 0 0 0 0
05D3ha 0.80569 0.80569 0.0 43.53159808354357 0.1555 0 0 0 0 0 0 0 0 0 0 0 0
05D3hs 0.66464 0.66464 0.0 43.19005093189994 0.1611 0 0 0 0 0 0 0 0 0 0 0 0
05D3jb 0.74566 0.74566 0.0 43.18481997677252 0.1527 0 0 0 0 0 0 0 0 0 0 0 0
05D3jk 0.73669 0.73669 0.0 43.1178484933804 0.1399 0 0 0 0 0 0 0 0 0 0 0 0
05D3jr 0.37053 0.37053 0.0 41.368238314952556 0.11295 0 0 0 0 0 0 0 0 0 0 0 0
05D3kp 0.85073 0.85073 0.0 43.74542334538086 0.1304 0 0 0 0 0 0 0 0 0 0 0 0
05D3kx 0.21946 0.21946 0.0 40.164586191153745 0.1023 0 0 0 0 0 0 0 0 0 0 0 0
05D3lb 0.64764 0.64764 0.0 42.79674911370974 0.1613 0 0 0 0 0 0 0 0 0 0 0 0
05D3lr 0.6006 0.6006 0.0 42.759592061842305 0.15455 0 0 0 0 0 0 0 0 0 0 0 0
05D3mn 0.7607 0.7607 0.0 43.33306134238468 0.14995 0 0 0 0 0 0 0 0 0 0 0 0
05D3mx 0.47057 0.47057 0.0 42.156292633884014 0.1221 0 0 0 0 0 0 0 0 0 0 0 0
05D4af 0.49737 0.49737 0.0 42.08949656092162 0.13225 0 0 0 0 0 0 0 0 0 0 0 0
05D4av 0.50736 0.50736 0.0 42.19331374970689 0.1253 0 0 0 0 0 0 0 0 0 0 0 0
05D4bf 0.58728 0.58728 0.0 42.56541077867431 0.14055 0 0 0 0 0 0 0 0 0 0 0 0
05D4bj 0.69915 0.69915 0.0 42.85998442994318 0.15635 0 0 0 0 0 0 0 0 0 0 0 0
05D4cn 0.76108 0.76108 0.0 43.367352986420805 0.16035 0 0 0 0 0 0 0 0 0 0 0 0
05D4cs 0.78805 0.78805 0.0 43.451320601670176 0.13815 0 0 0 0 0 0 0 0 0 0 0 0
05D4dt 0.40547 0.40547 0.0 41.65482738337689 0.11045 0 0 0 0 0 0 0 0 0 0 0 0
05D4dy 0.80804 0.80804 0.0 43.4457343609777 0.16345 0 0 0 0 0 0 0 0 0 0 0 0
05D4ej 0.58328 0.58328 0.0 42.41898275681044 0.12955 0 0 0 0 0 0 0 0 0 0 0 0
05D4ev 0.72013 0.72013 0.0 43.08773749815738 0.19335 0 0 0 0 0 0 0 0 0 0 0 0
05D4fg 0.83699 0.83699 0.0 43.53216922894155 0.1427 0 0 0 0 0 0 0 0 0 0 0 0
05D4gw 0.80603 0.80603 0.0 43.329849019060894 0.1837 0 0 0 0 0 0 0 0 0 0 0 0
06D2bk 0.50074 0.50074 0.0 42.17807021979924 0.13595 0 0 0 0 0 0 0 0 0 0 0 0
06D2cc 0.53378 0.53378 0.0 42.434956815640895 0.1665 0 0 0 0 0 0 0 0 0 0 0 0
06D2ce 0.82212 0.82212 0.0 43.88105340651142 0.18525 0 0 0 0 0 0 0 0 0 0 0 0
06D2fb 0.12531 0.12531 0.0 38.82439213243058 0.10355 0 0 0 0 0 0 0 0 0 0 0 0
06D2gb 0.44368 0.44368 0.0 41.92038567999818 0.1349 0 0 0 0 0 0 0 0 0 0 0 0
06D3cc 0.68366 0.68366 0.0 43.00652123997018 0.2905 0 0 0 0 0 0 0 0 0 0 0 0
06D3do 0.72668 0.72668 0.0 42.88132283270422 0.1628 0 0 0 0 0 0 0 0 0 0 0 0
06D3ed 0.40455 0.40455 0.0 41.645604471936075 0.1075 0 0 0 0 0 0 0 0 0 0 0 0
06D3em 0.69065 0.69065 0.0 43.06673791769182 0.18375 0 0 0 0 0 0 0 0 0 0 0 0
06D3et 0.57661 0.57661 0.0 42.87451661094244 0.1229 0 0 0 0 0 0 0 0 0 0 0 0
06D3gh 0.72068 0.72068 0.0 43.13211506693876 0.2029 0 0 0 0 0 0 0 0 0 0 0 0
06D4bo 0.55031 0.55031 0.0 42.485791340724035 0.1249 0 0 0 0 0 0 0 0 0 0 0 0
06D4ce 0.84797 0.84797 0.0 43.61118018623502 0.16975 0 0 0 0 0 0 0 0 0 0 0 0
06D4co 0.43544 0.43544 0.0 41.70990944593136 0.109 0 0 0 0 0 0 0 0 0 0 0 0
06D4dh 0.30158 0.30158 0.0 41.01595201245726 0.0939 0 0 0 0 0 0 0 0 0 0 0 0
03D1aw 0.58073 0.58073 0.0 42.693862927641035 0.1372 0 0 0 0 0 0 0 0 0 0 0 0
03D1bp 0.34593 0.34593 0.0 41.33928659792641 0.111 0 0 0 0 0 0 0 0 0 0 0 0
03D1fc 0.33094 0.33094 0.0 41.04311249731184 0.10685 0 0 0 0 0 0 0 0 0 0 0 0
03D3aw 0.44956 0.44956 0.0 42.117938845842055 0.14135 0 0 0 0 0 0 0 0 0 0 0 0
03D3ba 0.29172 0.29172 0.0 40.65053806607364 0.12535 0 0 0 0 0 0 0 0 0 0 0 0
03D3cd 0.46127 0.46127 0.0 42.06706032741926 0.13775 0 0 0 0 0 0 0 0 0 0 0 0
03D4at 0.63222 0.63222 0.0 43.265328995468586 0.20445 0 0 0 0 0 0 0 0 0 0 0 0
03D4cj 0.26862 0.26862 0.0 40.52455107320358 0.0993 0 0 0 0 0 0 0 0 0 0 0 0
03D4cy 0.92491 0.92491 0.0 43.74919898878885 0.1923 0 0 0 0 0 0 0 0 0 0 0 0
03D4dh 0.62522 0.62522 0.0 42.80063338286165 0.1303 0 0 0 0 0 0 0 0 0 0 0 0
03D4dy 0.60825 0.60825 0.0 42.650307053673515 0.1266 0 0 0 0 0 0 0 0 0 0 0 0
03D4gf 0.57828 0.57828 0.0 42.36400037484978 0.13895 0 0 0 0 0 0 0 0 0 0 0 0
04D1aj 0.71963 0.71963 0.0 43.181284318427785 0.2057 0 0 0 0 0 0 0 0 0 0 0 0
04D1de 0.7666 0.7666 0.0 43.170412545340966 0.1593 0 0 0 0 0 0 0 0 0 0 0 0
04D1hd 0.36791 0.36791 0.0 41.4552005307549 0.1019 0 0 0 0 0 0 0 0 0 0 0 0
04D1hy 0.84852 0.84852 0.0 43.482284116124966 0.14855 0 0 0 0 0 0 0 0 0 0 0 0
04D1jd 0.7766 0.7766 0.0 43.651555274456044 0.17835 0 0 0 0 0 0 0 0 0 0 0 0
04D1kj 0.58375 0.58375 0.0 42.526826089981355 0.09915 0 0 0 0 0 0 0 0 0 0 0 0
04D1oh 0.58873 0.58873 0.0 42.58519956732663 0.13005 0 0 0 0 0 0 0 0 0 0 0 0
04D1pc 0.76859 0.76859 0.0 43.48409484735391 0.16885 0 0 0 0 0 0 0 0 0 0 0 0
04D1pg 0.5138 0.5138 0.0 42.10384438001867 0.1329 0 0 0 0 0 0 0 0 0 0 0 0
04D1pu 0.63771 0.63771 0.0 42.89366426069625 0.2329 0 0 0 0 0 0 0 0 0 0 0 0
04D1rh 0.43487 0.43487 0.0 41.98358866269794 0.1145 0 0 0 0 0 0 0 0 0 0 0 0
04D1sa 0.58375 0.58375 0.0 42.37903613026928 0.14025 0 0 0 0 0 0 0 0 0 0 0 0
04D1sk 0.66206 0.66206 0.0 42.97462910780547 0.17955 0 0 0 0 0 0 0 0 0 0 0 0
04D2an 0.62189 0.62189 0.0 42.81565681588211 0.1628 0 0 0 0 0 0 0 0 0 0 0 0
04D2fp 0.41664 0.41664 0.0 41.81575585135263 0.11755 0 0 0 0 0 0 0 0 0 0 0 0
04D2gb 0.45169 0.45169 0.0 41.76154833593674 0.1377 0 0 0 0 0 0 0 0 0 0 0 0
04D2gp 0.73401 0.73401 0.0 42.90339048436698 0.24055 0 0 0 0 0 0 0 0 0 0 0 0
04D2ja 0.74202 0.74202 0.0 43.36290619698515 0.21515 0 0 0 0 0 0 0 0 0 0 0 0
04D2mc 0.34957 0.34957 0.0 41.313467684461436 0.12 0 0 0 0 0 0 0 0 0 0 0 0
04D2mj 0.51476 0.51476 0.0 42.3062640078493 0.1355 0 0 0 0 0 0 0 0 0 0 0 0
04D3cy 0.64364 0.64364 0.0 42.9328619005614 0.1943 0 0 0 0 0 0 0 0 0 0 0 0
04D3df 0.47058 0.47058 0.0 41.95018309083731 0.12925 0 0 0 0 0 0 0 0 0 0 0 0
04D3ez 0.26349 0.26349 0.0 40.60066324488722 0.1079 0 0 0 0 0 0 0 0 0 0 0 0
04D3fq 0.7427 0.7427 0.0 43.311386227006814 0.19885 0 0 0 0 0 0 0 0 0 0 0 0
04D3gx 0.91075 0.91075 0.0 43.69823675685107 0.16365 0 0 0 0 0 0 0 0 0 0 0 0
04D3kr 0.33753 0.33753 0.0 41.38851324484805 0.10655 0 0 0 0 0 0 0 0 0 0 0 0
04D3lp 0.98377 0.98377 0.0 44.09866462444506 0.1439 0 0 0 0 0 0 0 0 0 0 0 0
04D3mk 0.81369 0.81369 0.0 43.33521808395985 0.14105 0 0 0 0 0 0 0 0 0 0 0 0
04D3nc 0.81773 0.81773 0.0 43.596232615021314 0.12085 0 0 0 0 0 0 0 0 0 0 0 0
04D3nr 0.96075 0.96075 0.0 43.810503591967176 0.1577 0 0 0 0 0 0 0 0 0 0 0 0
04D3oe 0.75669 0.75669 0.0 43.42865257813768 0.1583 0 0 0 0 0 0 0 0 0 0 0 0
04D4bk 0.87796 0.87796 0.0 43.87925810112509 0.14325 0 0 0 0 0 0 0 0 0 0 0 0
04D4dm 0.80902 0.80902 0.0 43.35052218512165 0.1668 0 0 0 0 0 0 0 0 0 0 0 0
04D4fx 0.62723 0.62723 0.0 42.92919391353438 0.138 0 0 0 0 0 0 0 0 0 0 0 0
04D4hf 0.93389 0.93389 0.0 43.96795995770944 0.2009 0 0 0 0 0 0 0 0 0 0 0 0
04D4ib 0.69715 0.69715 0.0 43.214173894106686 0.16195 0 0 0 0 0 0 0 0 0 0 0 0
04D4id 0.76706 0.76706 0.0 43.67995141980412 0.17855 0 0 0 0 0 0 0 0 0 0 0 0
04D4ii 0.86397 0.86397 0.0 43.631273841572224 0.15285 0 0 0 0 0 0 0 0 0 0 0 0
04D4in 0.51434 0.51434 0.0 42.181805673524764 0.11725 0 0 0 0 0 0 0 0 0 0 0 0
04D4ju 0.47039 0.47039 0.0 41.911605666735554 0.141 0 0 0 0 0 0 0 0 0 0 0 0
04D4jy 0.9279 0.9279 0.0 43.71788072518653 0.1829 0 0 0 0 0 0 0 0 0 0 0 0
05D1cb 0.63071 0.63071 0.0 42.80003718463572 0.1432 0 0 0 0 0 0 0 0 0 0 0 0
05D1ck 0.6157 0.6157 0.0 42.79546894543394 0.1433 0 0 0 0 0 0 0 0 0 0 0 0
05D1dn 0.56475 0.56475 0.0 42.55427395975632 0.13595 0 0 0 0 0 0 0 0 0 0 0 0
05D1ee 0.55775 0.55775 0.0 42.59522171987132 0.1349 0 0 0 0 0 0 0 0 0 0 0 0
05D1eo 0.73561 0.73561 0.0 43.229455853654464 0.19205 0 0 0 0 0 0 0 0 0 0 0 0
05D1hk 0.26199 0.26199 0.0 40.718884284031375 0.1082 0 0 0 0 0 0 0 0 0 0 0 0
05D1if 0.76159 0.76159 0.0 43.28082558282153 0.15445 0 0 0 0 0 0 0 0 0 0 0 0
05D1iz 0.85852 0.85852 0.0 44.13668022665677 0.17845 0 0 0 0 0 0 0 0 0 0 0 0
05D1kl 0.55875 0.55875 0.0 42.58325729996464 0.15165 0 0 0 0 0 0 0 0 0 0 0 0
05D2ac 0.48072 0.48072 0.0 41.99597854827936 0.1138 0 0 0 0 0 0 0 0 0 0 0 0
05D2ay 0.92224 0.92224 0.0 43.64951927971217 0.18725 0 0 0 0 0 0 0 0 0 0 0 0
05D2bv 0.47572 0.47572 0.0 42.11890378599898 0.109 0 0 0 0 0 0 0 0 0 0 0 0
05D2by 0.8932 0.8932 0.0 43.72580867067767 0.1577 0 0 0 0 0 0 0 0 0 0 0 0
05D2ci 0.6319 0.6319 0.0 42.94254639798569 0.17705 0 0 0 0 0 0 0 0 0 0 0 0
05D2ct 0.73602 0.73602 0.0 43.32823567572337 0.2108 0 0 0 0 0 0 0 0 0 0 0 0
05D2dw 0.41865 0.41865 0.0 41.727807546246176 0.1152 0 0 0 0 0 0 0 0 0 0 0 0
05D2eb 0.53578 0.53578 0.0 42.27032876923836 0.1266 0 0 0 0 0 0 0 0 0 0 0 0
05D2fq 0.73501 0.73501 0.0 42.95471398630527 0.17825 0 0 0 0 0 0 0 0 0 0 0 0
05D2he 0.60987 0.60987 0.0 42.65477745222548 0.14865 0 0 0 0 0 0 0 0 0 0 0 0
05D2le 0.70198 0.70198 0.0 43.24084847179112 0.16475 0 0 0 0 0 0 0 0 0 0 0 0
05D2my 0.9833 0.9833 0.0 44.05975667367674 0.143 0 0 0 0 0 0 0 0 0 0 0 0
05D2nt 0.75905 0.75905 0.0 43.123651859035014 0.15165 0 0 0 0 0 0 0 0 0 0 0 0
05D3ax 0.64364 0.64364 0.0 42.90040833382998 0.2013 0 0 0 0 0 0 0 0 0 0 0 0
05D3ci 0.51559 0.51559 0.0 42.34444157071596 0.1762 0 0 0 0 0 0 0 0 0 0 0 0
05D3cx 0.80569 0.80569 0.0 43.36107722622373 0.1301 0 0 0 0 0 0 0 0 0 0 0 0
05D3dh 0.8007 0.8007 0.0 43.483675648883064 0.1606 0 0 0 0 0 0 0 0 0 0 0 0
05D3gv 0.71565 0.71565 0.0 43.163414554852466 0.19425 0 0 0 0 0 0 0 0 0 0 0 0
05D3hh 0.76668 0.76668 0.0 43.13350263400703 0.1806 0 0 0 0 0 0 0 0 0 0 0 0
05D3ht 0.90173 0.90173 0.0 43.841520406808854 0.1511 0 0 0 0 0 0 0 0 0 0 0 0
05D3jh 0.71868 0.71868 0.0 43.248240218179454 0.15095 0 0 0 0 0 0 0 0 0 0 0 0
05D3jq 0.5796 0.5796 0.0 42.71516343623486 0.1197 0 0 0 0 0 0 0 0 0 0 0 0
05D3km 0.96074 0.96074 0.0 44.11440127280881 0.14255 0 0 0 0 0 0 0 0 0 0 0 0
05D3kt 0.64864 0.64864 0.0 42.66729874711713 0.159 0 0 0 0 0 0 0 0 0 0 0 0
05D3la 0.93675 0.93675 0.0 43.76179656403046 0.1405 0 0 0 0 0 0 0 0 0 0 0 0
05D3lc 0.46156 0.46156 0.0 42.04509623906643 0.11115 0 0 0 0 0 0 0 0 0 0 0 0
05D3mh 0.67065 0.67065 0.0 43.06744104592181 0.1775 0 0 0 0 0 0 0 0 0 0 0 0
05D3mq 0.24649 0.24649 0.0 40.46825065823108 0.10805 0 0 0 0 0 0 0 0 0 0 0 0
05D4ag 0.63822 0.63822 0.0 43.551737421705425 0.184 0 0 0 0 0 0 0 0 0 0 0 0
05D4be 0.53532 0.53532 0.0 42.43855335814445 0.11085 0 0 0 0 0 0 0 0 0 0 0 0
05D4bi 0.77307 0.77307 0.0 43.562788190565996 0.17625 0 0 0 0 0 0 0 0 0 0 0 0
05D4bm 0.3705 0.3705 0.0 41.52420903652056 0.1043 0 0 0 0 0 0 0 0 0 0 0 0
05D4cq 0.69916 0.69916 0.0 43.20140416901712 0.1728 0 0 0 0 0 0 0 0 0 0 0 0
05D4cw 0.3735 0.3735 0.0 41.41238880410507 0.1039 0 0 0 0 0 0 0 0 0 0 0 0
05D4dw 0.85298 0.85298 0.0 43.7478106087894 0.1508 0 0 0 0 0 0 0 0 0 0 0 0
05D4ef 0.60326 0.60326 0.0 42.581619081425394 0.1429 0 0 0 0 0 0 0 0 0 0 0 0
05D4ek 0.53433 0.53433 0.0 42.33986859568706 0.1289 0 0 0 0 0 0 0 0 0 0 0 0
05D4ff 0.40048 0.40048 0.0 41.56675303427426 0.1151 0 0 0 0 0 0 0 0 0 0 0 0
05D4fo 0.3715 0.3715 0.0 41.440333356377934 0.10745 0 0 0 0 0 0 0 0 0 0 0 0
05D4hn 0.83999 0.83999 0.0 43.942201680175096 0.15175 0 0 0 0 0 0 0 0 0 0 0 0
06D2ca 0.53278 0.53278 0.0 42.15015660304342 0.11385 0 0 0 0 0 0 0 0 0 0 0 0
06D2cd 0.93225 0.93225 0.0 44.02434853298533 0.21015 0 0 0 0 0 0 0 0 0 0 0 0
06D2ck 0.55381 0.55381 0.0 42.26458513608413 0.1242 0 0 0 0 0 0 0 0 0 0 0 0
06D2ga 0.84214 0.84214 0.0 43.51032670589685 0.1858 0 0 0 0 0 0 0 0 0 0 0 0
06D3bz 0.72767 0.72767 0.0 43.412852959350474 0.19785 0 0 0 0 0 0 0 0 0 0 0 0
06D3df 0.44255 0.44255 0.0 41.886368404756546 0.1137 0 0 0 0 0 0 0 0 0 0 0 0
06D3dt 0.28251 0.28251 0.0 40.63135715076321 0.1073 0 0 0 0 0 0 0 0 0 0 0 0
06D3el 0.51961 0.51961 0.0 42.21896520548914 0.109 0 0 0 0 0 0 0 0 0 0 0 0
06D3en 1.0608 1.0608 0.0 44.35391821195909 0.16415 0 0 0 0 0 0 0 0 0 0 0 0
06D3fp 0.26849 0.26849 0.0 40.54496113825979 0.1051 0 0 0 0 0 0 0 0 0 0 0 0
06D3gn 0.2505 0.2505 0.0 40.47606598291404 0.1114 0 0 0 0 0 0 0 0 0 0 0 0
06D4ba 0.69816 0.69816 0.0 43.09485807614358 0.2171 0 0 0 0 0 0 0 0 0 0 0 0
06D4bw 0.73012 0.73012 0.0 43.08200094963712 0.19115 0 0 0 0 0 0 0 0 0 0 0 0
06D4cl 0.99781 0.99781 0.0 44.27452388030622 0.0953 0 0 0 0 0 0 0 0 0 0 0 0
06D4cq 0.40946 0.40946 0.0 41.74838088939837 0.10895 0 0 0 0 0 0 0 0 0 0 0 0
744 0.12679 0.12679 0.0 38.59126427332562 0.11965 0 0 0 0 0 0 0 0 0 0 0 0
1112 0.25577 0.25577 0.0 40.53670315986091 0.1818 0 0 0 0 0 0 0 0 0 0 0 0
1241 0.08859 0.08859 0.0 37.93869064640009 0.10605 0 0 0 0 0 0 0 0 0 0 0 0
1371 0.11782 0.11782 0.0 38.7480074911014 0.0991 0 0 0 0 0 0 0 0 0 0 0 0
1580 0.18356 0.18356 0.0 39.60120519531837 0.1284 0 0 0 0 0 0 0 0 0 0 0 0
1794 0.14055 0.14055 0.0 39.06022419108245 0.11635 0 0 0 0 0 0 0 0 0 0 0 0
2031 0.15171 0.15171 0.0 39.30468840275774 0.10325 0 0 0 0 0 0 0 0 0 0 0 0
2102 0.094 0.094 0.0 38.23326803000845 0.10285 0 0 0 0 0 0 0 0 0 0 0 0
